"Activity","Subject","Time.domain.Body.linear.acceleration.Mean.X.axis","Time.domain.Body.linear.acceleration.Mean.Y.axis","Time.domain.Body.linear.acceleration.Mean.Z.axis","Time.domain.Body.linear.acceleration.Standard.deviation.X.axis","Time.domain.Body.linear.acceleration.Standard.deviation.Y.axis","Time.domain.Body.linear.acceleration.Standard.deviation.Z.axis","Time.domain.Gravity.linear.acceleration.Mean.X.axis","Time.domain.Gravity.linear.acceleration.Mean.Y.axis","Time.domain.Gravity.linear.acceleration.Mean.Z.axis","Time.domain.Gravity.linear.acceleration.Standard.deviation.X.axis","Time.domain.Gravity.linear.acceleration.Standard.deviation.Y.axis","Time.domain.Gravity.linear.acceleration.Standard.deviation.Z.axis","Time.domain.Body.linear.acceleration.Jerk.Mean.X.axis","Time.domain.Body.linear.acceleration.Jerk.Mean.Y.axis","Time.domain.Body.linear.acceleration.Jerk.Mean.Z.axis","Time.domain.Body.linear.acceleration.Jerk.Standard.deviation.X.axis","Time.domain.Body.linear.acceleration.Jerk.Standard.deviation.Y.axis","Time.domain.Body.linear.acceleration.Jerk.Standard.deviation.Z.axis","Time.domain.Body.Gyroscope.Mean.X.axis","Time.domain.Body.Gyroscope.Mean.Y.axis","Time.domain.Body.Gyroscope.Mean.Z.axis","Time.domain.Body.Gyroscope.Standard.deviation.X.axis","Time.domain.Body.Gyroscope.Standard.deviation.Y.axis","Time.domain.Body.Gyroscope.Standard.deviation.Z.axis","Time.domain.Body.Gyroscope.Jerk.Mean.X.axis","Time.domain.Body.Gyroscope.Jerk.Mean.Y.axis","Time.domain.Body.Gyroscope.Jerk.Mean.Z.axis","Time.domain.Body.Gyroscope.Jerk.Standard.deviation.X.axis","Time.domain.Body.Gyroscope.Jerk.Standard.deviation.Y.axis","Time.domain.Body.Gyroscope.Jerk.Standard.deviation.Z.axis","Time.domain.Body.linear.acceleration.Euclidean.norm.Magnitude.Mean","Time.domain.Body.linear.acceleration.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Gravity.linear.acceleration.Euclidean.norm.Magnitude.Mean","Time.domain.Gravity.linear.acceleration.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Mean","Time.domain.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Body.Gyroscope.Euclidean.norm.Magnitude.Mean","Time.domain.Body.Gyroscope.Euclidean.norm.Magnitude.Standard.deviation","Time.domain.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Mean","Time.domain.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.linear.acceleration.Mean.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Mean.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Mean.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Standard.deviation.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Standard.deviation.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Standard.deviation.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Mean.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Mean.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Mean.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Standard.deviation.X.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Standard.deviation.Y.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Standard.deviation.Z.axis","Fast.Fourier.Transformed.Body.Gyroscope.Mean.X.axis","Fast.Fourier.Transformed.Body.Gyroscope.Mean.Y.axis","Fast.Fourier.Transformed.Body.Gyroscope.Mean.Z.axis","Fast.Fourier.Transformed.Body.Gyroscope.Standard.deviation.X.axis","Fast.Fourier.Transformed.Body.Gyroscope.Standard.deviation.Y.axis","Fast.Fourier.Transformed.Body.Gyroscope.Standard.deviation.Z.axis","Fast.Fourier.Transformed.Body.linear.acceleration.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.linear.acceleration.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.linear.acceleration.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.Gyroscope.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.Gyroscope.Euclidean.norm.Magnitude.Standard.deviation","Fast.Fourier.Transformed.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Mean","Fast.Fourier.Transformed.Body.Gyroscope.Jerk.Euclidean.norm.Magnitude.Standard.deviation","Angle.of.Time.domain.Body.linear.acceleration.Mean.and.Gravity","Angle.of.Time.domain.Body.linear.acceleration.Jerk.Mean.and.Gravity.Mean","Angle.of.Time.domain.Body.Gyroscope.Mean.and.Gravity.Mean","Angle.of.Time.domain.Body.Gyroscope.Jerk.Mean.and.Gravity.Mean","Angle.of.X.axis.and.Gravity.Mean","Angle.of.Y.axis.and.Gravity.Mean","Angle.of.Z.axis.and.Gravity.Mean"
"SITTING",1,0.2795534,-0.017001147,-0.11051668,-0.99607594,-0.99578152,-0.99822168,0.62532313,0.41648854,0.46494774,-0.99505769,-0.9965211,-0.99381054,0.072773826,0.0035293806,-0.00060033363,-0.99646841,-0.99119252,-0.99673754,-0.030919137,-0.074625079,0.094283835,-0.99909646,-0.99291725,-0.99092483,-0.096390151,-0.03903317,-0.061621011,-0.99873284,-0.99459335,-0.99532203,-0.99906744,-0.99906531,-0.99906744,-0.99906531,-0.99661376,-0.99756977,-0.99388844,-0.9937742,-0.99658655,-0.99598442,-0.99612732,-0.99272576,-0.99818451,-0.99594084,-0.99697932,-0.99748962,-0.99670618,-0.99155288,-0.99688883,-0.9964667,-0.99132658,-0.99494922,-0.99872231,-0.99296995,-0.99091693,-0.99920566,-0.9928408,-0.99161487,-0.99835502,-0.99914369,-0.99779214,-0.99581104,-0.99410838,-0.99442573,-0.99603174,-0.99580097,-0.0081442943,0.55931755,0.14252698,-0.016025225,-0.31457502,-0.2189352,-0.32398842
"SITTING",1,0.27635864,-0.016138088,-0.10803259,-0.99557733,-0.99454385,-0.99454372,0.62577398,0.4168573,0.46439573,-0.99616079,-0.99837049,-0.9954126,0.076218027,0.0094053857,-0.0080907158,-0.99488413,-0.99050354,-0.99724301,-0.028201987,-0.072296089,0.084889322,-0.99834012,-0.99422482,-0.99602129,-0.09732419,-0.042724214,-0.056653466,-0.99860547,-0.99482467,-0.99451645,-0.9980118,-0.9955942,-0.9980118,-0.9955942,-0.99594417,-0.99763017,-0.99663124,-0.99631676,-0.99648651,-0.99617057,-0.99529816,-0.99169066,-0.99619448,-0.99560896,-0.99562919,-0.99296166,-0.99502795,-0.99064115,-0.99663253,-0.99514544,-0.99098612,-0.99632589,-0.99794548,-0.99445974,-0.99484406,-0.99842318,-0.99402078,-0.99684885,-0.99642627,-0.99473344,-0.99760323,-0.99632383,-0.99582391,-0.99733499,-0.99596914,-0.99636766,-0.074261928,0.32451133,0.16126969,0.19214051,-0.31488562,-0.21916689,-0.32348431
"SITTING",1,0.23715407,0.0078251224,-0.12283791,-0.97995358,-0.86619341,-0.96829047,0.89093772,0.11359108,0.33032214,-0.93882287,-0.87952195,-0.96472588,0.075301588,0.082650327,-0.0089599647,-0.98434397,-0.97182661,-0.98618311,-0.22503946,-0.13315886,-0.59416576,-0.95390955,-0.97297342,-0.84095619,-0.076136273,-0.023511625,0.048746095,-0.99218252,-0.99252142,-0.99244534,-0.92623334,-0.94594716,-0.92623334,-0.94594716,-0.98365142,-0.97954382,-0.62607513,-0.83659935,-0.99269133,-0.99356814,-0.98333264,-0.89914658,-0.97708524,-0.97845261,-0.85859152,-0.96490936,-0.98365156,-0.96959332,-0.98323096,-0.98664266,-0.97707565,-0.98784088,-0.95825574,-0.9788201,-0.84816728,-0.95333014,-0.96989231,-0.85297934,-0.9452631,-0.95362659,-0.9795682,-0.97790115,-0.88993038,-0.83292149,-0.9936382,-0.99346944,0.32125029,-0.050327903,0.58427998,-0.42619826,-0.65435613,0.0061411057,-0.21275283
"SITTING",2,0.27625455,-0.016985093,-0.10885324,-0.99639413,-0.98567065,-0.98354536,0.957125,-0.11843093,0.17257908,-0.99902145,-0.997234,-0.99413399,0.077142483,0.017151419,-0.0013815426,-0.99658085,-0.98474296,-0.99069383,-0.028386406,-0.075428757,0.084448765,-0.99441796,-0.98896745,-0.98331636,-0.095803874,-0.044492057,-0.050073195,-0.993369,-0.99440543,-0.99094466,-0.99231876,-0.99087672,-0.99231876,-0.99087672,-0.9921557,-0.9925433,-0.99096518,-0.98549334,-0.99491005,-0.99348714,-0.99621964,-0.98289752,-0.98570956,-0.9963833,-0.98714547,-0.98255398,-0.99641164,-0.98382667,-0.98815825,-0.99710634,-0.98713525,-0.99198694,-0.9915615,-0.98983461,-0.98371747,-0.99537599,-0.98841329,-0.98453327,-0.98949844,-0.99239429,-0.99091427,-0.99419735,-0.98899962,-0.9853784,-0.99417563,-0.99255979,0.7306848,-0.11662507,0.46345912,-0.4149203,-0.81236543,0.16457484,-0.098686839
"SITTING",1,0.28150539,-0.018434859,-0.11139287,-0.99546804,-0.98433022,-0.99099514,0.87482213,0.14006721,0.32441057,-0.99404779,-0.98811386,-0.99610975,0.082081964,-0.0058534975,0.0032024153,-0.99447393,-0.99227559,-0.99127045,-0.079366112,-0.094869929,-0.040538466,-0.96234359,-0.98868112,-0.90097784,-0.074240872,-0.03881165,0.0044609208,-0.99784305,-0.99528855,-0.99621464,-0.99295106,-0.99577426,-0.99295106,-0.99577426,-0.9934185,-0.99521943,-0.92159819,-0.8924004,-0.99658889,-0.99663743,-0.99443506,-0.9848406,-0.99008845,-0.9959233,-0.98392125,-0.99145955,-0.99449871,-0.99273746,-0.99029847,-0.99492506,-0.99219621,-0.99066655,-0.96068647,-0.99124222,-0.91150016,-0.96305174,-0.98722279,-0.90654805,-0.99597166,-0.99538682,-0.99454495,-0.994891,-0.93017017,-0.88862055,-0.99665915,-0.99642101,-0.14377558,-0.23515452,0.6898658,-0.57356057,-0.64514606,-0.013061244,-0.21042962
"SITTING",1,0.27843225,-0.019654302,-0.10797029,-0.99439029,-0.98456278,-0.99198578,0.8764618,0.1392361,0.32357956,-0.99725489,-0.98846264,-0.99715923,0.07268307,0.019739112,0.004014346,-0.99264049,-0.99064198,-0.99159452,-0.037824733,-0.07652653,0.074576303,-0.98300305,-0.99349202,-0.97544897,-0.086175374,-0.040941551,-0.041286479,-0.99708794,-0.99492132,-0.99763961,-0.9934379,-0.9938755,-0.9934379,-0.9938755,-0.99298342,-0.99322502,-0.9823882,-0.9765392,-0.99707243,-0.99584487,-0.99263436,-0.98576419,-0.99157404,-0.99525185,-0.98377944,-0.99200955,-0.9929579,-0.99115707,-0.99096366,-0.99289097,-0.99061234,-0.99061151,-0.9815204,-0.99348002,-0.98001141,-0.98344879,-0.9934553,-0.97605565,-0.9936202,-0.99409828,-0.9923338,-0.99338603,-0.98615395,-0.97464616,-0.99589482,-0.99565892,0.0081153282,0.10676135,0.90058887,-0.79404589,-0.64657849,-0.012405519,-0.20965049
"SITTING",1,0.2733796,-0.0099401064,-0.10839283,-0.9955058,-0.98176748,-0.99347363,0.87645385,0.13843401,0.3233988,-0.99760938,-0.98843377,-0.99884243,0.072130253,0.019920529,-0.0014860567,-0.99387916,-0.9902451,-0.99233342,-0.0210748,-0.072633665,0.11579647,-0.99429125,-0.99472922,-0.98163073,-0.093413419,-0.040875199,-0.043482017,-0.99756387,-0.99580404,-0.99685086,-0.99091407,-0.99281205,-0.99091407,-0.99281205,-0.99379982,-0.99349987,-0.98533998,-0.98621149,-0.99734824,-0.9970187,-0.9941993,-0.98765983,-0.99277646,-0.99613117,-0.97902885,-0.9935939,-0.99360419,-0.99067982,-0.9917045,-0.99478159,-0.99034831,-0.99135708,-0.99316069,-0.99483197,-0.98359383,-0.99458049,-0.99460844,-0.98246771,-0.99313905,-0.99271444,-0.99341205,-0.99215353,-0.99192262,-0.98483098,-0.99675725,-0.99725922,0.046188031,0.25128679,-0.50686484,-0.58307176,-0.64706219,-0.011866506,-0.20955912
"SITTING",1,0.27905615,-0.01626097,-0.11281565,-0.99501877,-0.97044631,-0.98926612,0.87538094,0.14222283,0.32351271,-0.99668022,-0.98347532,-0.99915781,0.076807626,-0.0042927307,-0.0069884353,-0.9952061,-0.99059558,-0.99252449,-0.01749462,-0.073362144,0.12893616,-0.99892436,-0.99559617,-0.98693836,-0.098402276,-0.036623752,-0.052670226,-0.99927891,-0.99686121,-0.99562988,-0.98754731,-0.99324099,-0.98754731,-0.99324099,-0.99413667,-0.99486123,-0.98075358,-0.98928227,-0.99779527,-0.99844111,-0.99498345,-0.9811016,-0.9906193,-0.99491636,-0.96643734,-0.98830912,-0.9949542,-0.99074368,-0.99091536,-0.99596362,-0.99105464,-0.99270028,-0.99872962,-0.99553502,-0.99097407,-0.99894645,-0.99558145,-0.98667052,-0.9933422,-0.99326591,-0.99377944,-0.99534721,-0.99468302,-0.9876524,-0.99840125,-0.99822553,0.046127321,0.11245051,-0.51991455,-0.1345512,-0.64510509,-0.014516278,-0.20966409
"SITTING",1,0.2785991,-0.019910142,-0.1111806,-0.99474489,-0.97949566,-0.98796152,0.87579788,0.14258451,0.32194771,-0.99514435,-0.98746407,-0.98865462,0.077934405,0.01488802,0.012086099,-0.99358183,-0.99072386,-0.99559271,-0.020494785,-0.069807644,0.1068855,-0.99735086,-0.99470232,-0.98453755,-0.099644305,-0.04146569,-0.064887957,-0.99828037,-0.99659289,-0.99499468,-0.99012264,-0.99402631,-0.99012264,-0.99402631,-0.99493458,-0.9960982,-0.98832457,-0.99026281,-0.99748502,-0.99754577,-0.99404402,-0.98542913,-0.99060927,-0.9949904,-0.97685721,-0.98631197,-0.99322057,-0.98988184,-0.99425932,-0.99462966,-0.99260192,-0.99551749,-0.99710762,-0.99499794,-0.98653404,-0.99735949,-0.99445597,-0.98509781,-0.99472515,-0.99349154,-0.99548811,-0.99565716,-0.99263043,-0.9900564,-0.99764281,-0.99717794,0.12484387,-0.37842415,-0.64146618,0.34144511,-0.64633366,-0.014783523,-0.20853819
"SITTING",1,0.27328142,-0.011127209,-0.10634926,-0.9958764,-0.9891107,-0.99341322,0.87599536,0.14162959,0.3204761,-0.99582182,-0.99035562,-0.99414395,0.071543556,0.019647298,-0.0037668634,-0.99237312,-0.99328268,-0.9974808,-0.024644144,-0.070023979,0.092631918,-0.99853579,-0.99420193,-0.98875701,-0.099876097,-0.044019406,-0.055598998,-0.99738083,-0.99615461,-0.99520402,-0.99302412,-0.99767465,-0.99302412,-0.99767465,-0.99568683,-0.99776271,-0.99356422,-0.99467142,-0.99712892,-0.9971475,-0.99461052,-0.98909018,-0.99548767,-0.99649281,-0.98868806,-0.99166211,-0.99312713,-0.99334792,-0.99681868,-0.99213366,-0.99366269,-0.99663134,-0.9978399,-0.99376198,-0.99140479,-0.99875773,-0.99446261,-0.98872747,-0.99812925,-0.99681386,-0.99752566,-0.99647978,-0.99594138,-0.99444503,-0.99707467,-0.99708205,0.033193662,0.33145252,-0.69379323,0.39525282,-0.64799745,-0.014168187,-0.20755542
"SITTING",1,0.27853812,-0.016173432,-0.10970656,-0.99664602,-0.98297482,-0.99479797,0.87478155,0.14485798,0.32053935,-0.99771429,-0.98795319,-0.99730555,0.074515662,0.0092694454,-0.010291722,-0.99277413,-0.99043365,-0.99643207,-0.02633867,-0.074526058,0.092148536,-0.99878789,-0.99505467,-0.98844605,-0.10051458,-0.038433452,-0.057589453,-0.99777798,-0.99672581,-0.99565428,-0.99414636,-0.99825604,-0.99414636,-0.99825604,-0.99431393,-0.99816169,-0.99465856,-0.99446094,-0.99745873,-0.99810576,-0.99558307,-0.98676236,-0.99486711,-0.99716899,-0.98105499,-0.99425455,-0.99398429,-0.98974683,-0.99521838,-0.99199723,-0.99210024,-0.99623512,-0.99784433,-0.99491883,-0.99111527,-0.99915562,-0.99509502,-0.9884377,-0.99760147,-0.99838757,-0.99779274,-0.99754113,-0.99603154,-0.99405488,-0.99811099,-0.99784862,-0.10809173,0.37117217,-0.50042806,0.45499243,-0.64625395,-0.016451134,-0.20766551
"SITTING",1,0.27746121,-0.017491016,-0.10635945,-0.99642843,-0.98467312,-0.99068266,0.87474639,0.14560336,0.32038708,-0.9984551,-0.9931154,-0.9960581,0.07818778,0.0090189325,0.012872972,-0.99276362,-0.989421,-0.99458711,-0.028021481,-0.07403317,0.081238251,-0.99835296,-0.99491145,-0.99213197,-0.099510909,-0.038919699,-0.058039297,-0.99821854,-0.99701461,-0.99507334,-0.99354892,-0.99653821,-0.99354892,-0.99653821,-0.99348023,-0.99625649,-0.99552574,-0.99652094,-0.99758041,-0.99822544,-0.99492259,-0.98750126,-0.99196132,-0.99723615,-0.98308846,-0.98965545,-0.99326968,-0.98978356,-0.99254848,-0.99277596,-0.98968161,-0.99539364,-0.99751911,-0.99549016,-0.99190446,-0.9986269,-0.99448807,-0.99280705,-0.99551766,-0.9971598,-0.9965707,-0.99396034,-0.99702378,-0.99654661,-0.99823529,-0.99796309,-0.13257887,-0.3455624,0.28920185,0.35513802,-0.64604389,-0.016965715,-0.20754128
"SITTING",1,0.27394057,-0.013147584,-0.10543517,-0.99588454,-0.98801293,-0.98842553,0.8742316,0.14572717,0.32162961,-0.9956679,-0.99051998,-0.99017271,0.078228258,0.0054201733,0.0013550663,-0.99265114,-0.99365524,-0.99346867,-0.028699232,-0.075571862,0.08489365,-0.99853287,-0.99573925,-0.98903748,-0.096399772,-0.043673429,-0.046565566,-0.99821407,-0.99703634,-0.99436845,-0.99264098,-0.9949077,-0.99264098,-0.9949077,-0.9950409,-0.99335363,-0.99504293,-0.99637214,-0.99747144,-0.99793913,-0.99475289,-0.99135022,-0.99126636,-0.99641687,-0.98600014,-0.98662695,-0.9937044,-0.99379154,-0.99288764,-0.99205337,-0.9939103,-0.99245292,-0.99760802,-0.99579728,-0.98942503,-0.99886473,-0.99564221,-0.98974277,-0.99490902,-0.99478688,-0.99412111,-0.99059234,-0.99644924,-0.99679823,-0.99796048,-0.99767112,0.026541028,-0.28682071,0.78579004,-0.30085729,-0.6448514,-0.017046458,-0.20844898
"SITTING",1,0.27930326,-0.020521383,-0.11323643,-0.99584854,-0.98070075,-0.99340381,0.87324201,0.14758583,0.32233576,-0.99695551,-0.99150766,-0.99457185,0.073647802,0.0083841697,-0.0050818355,-0.99396693,-0.99196458,-0.99592536,-0.028006084,-0.07630627,0.092467106,-0.99827112,-0.9950509,-0.98889306,-0.097373481,-0.037230976,-0.056344653,-0.99820447,-0.99623539,-0.99471796,-0.99205145,-0.99486796,-0.99205145,-0.99486796,-0.9959885,-0.9953607,-0.99441055,-0.99557457,-0.99706115,-0.99769576,-0.99527834,-0.98862922,-0.99509609,-0.9960453,-0.97724297,-0.99189005,-0.99410158,-0.99230792,-0.99450103,-0.99432272,-0.99206457,-0.99596965,-0.99748773,-0.99486621,-0.9901195,-0.99851691,-0.99512495,-0.98931266,-0.99634885,-0.99365615,-0.99602589,-0.99284617,-0.99572813,-0.99605699,-0.99765287,-0.99754752,0.12651185,0.63738869,-0.081017137,-0.18724907,-0.64322033,-0.018360329,-0.20900476
"SITTING",2,0.27871074,-0.016793927,-0.10524076,-0.99859653,-0.9906669,-0.98746213,0.95685371,-0.11945235,0.17076173,-0.99854623,-0.99717066,-0.98719726,0.075792868,0.0082702907,-0.0046005261,-0.99673138,-0.99093654,-0.98935414,-0.027541794,-0.073323286,0.080225072,-0.99633885,-0.98906109,-0.98681453,-0.099417698,-0.038310487,-0.060352158,-0.99489164,-0.99592158,-0.99201559,-0.99505048,-0.99470667,-0.99505048,-0.99470667,-0.99335333,-0.99292018,-0.99063115,-0.99201041,-0.99566519,-0.99623914,-0.99784915,-0.98925984,-0.98909958,-0.99902339,-0.99096689,-0.98647362,-0.99663791,-0.99050631,-0.98855592,-0.99713983,-0.99218789,-0.98853141,-0.99489339,-0.99250153,-0.9862611,-0.99678082,-0.98720252,-0.98807717,-0.99362136,-0.99556168,-0.99312867,-0.99112143,-0.99271841,-0.99266443,-0.99604217,-0.99643528,-0.22459082,0.053341891,0.078824068,0.28605429,-0.81328296,0.16529709,-0.097449744
"SITTING",2,0.27822455,-0.016181738,-0.1075716,-0.99822604,-0.99043752,-0.98923957,0.95709207,-0.11889701,0.17216278,-0.99865366,-0.99858765,-0.99630003,0.076381493,0.0032129773,-0.00018746671,-0.99810136,-0.98993492,-0.99254022,-0.027905922,-0.075317726,0.084110903,-0.99598121,-0.99154022,-0.99012716,-0.098601087,-0.040436174,-0.052897202,-0.9935933,-0.99644922,-0.99302309,-0.99569559,-0.99544433,-0.99569559,-0.99544433,-0.99524339,-0.99414257,-0.99330273,-0.99234285,-0.99593913,-0.99611078,-0.9981015,-0.98971949,-0.99055637,-0.99822971,-0.99033198,-0.98830812,-0.99779481,-0.98951968,-0.99160133,-0.99869875,-0.99123247,-0.99191867,-0.99376545,-0.99339422,-0.98972697,-0.99674121,-0.99043431,-0.9910433,-0.99433423,-0.99622836,-0.99406775,-0.99276053,-0.9933618,-0.99270128,-0.99591867,-0.99629214,-0.13009137,-0.13019317,0.2046422,0.10810914,-0.81246328,0.16489585,-0.098398665
"SITTING",2,0.27723542,-0.025677001,-0.11843072,-0.99639048,-0.95268767,-0.96541011,0.95776214,-0.12120449,0.16651548,-0.99215769,-0.95481082,-0.94772651,0.074857362,0.031491585,0.0039751972,-0.99582259,-0.98541127,-0.99165507,-0.039016643,-0.060002794,0.12573995,-0.98842257,-0.99042251,-0.97940389,-0.091881126,-0.044009434,-0.058000018,-0.99410926,-0.99620321,-0.99132934,-0.97803564,-0.96122618,-0.97803564,-0.96122618,-0.99261266,-0.99290606,-0.97773598,-0.97714072,-0.99553914,-0.99584933,-0.99652123,-0.96836119,-0.97868043,-0.99621875,-0.94762416,-0.96017282,-0.99603991,-0.98620784,-0.98933917,-0.99590413,-0.98540437,-0.99269849,-0.98838196,-0.99180531,-0.9822712,-0.98842833,-0.98956589,-0.98015913,-0.97794345,-0.95814272,-0.9920428,-0.99299942,-0.98717791,-0.97499907,-0.99526723,-0.99675132,0.021714913,0.092318995,0.28488839,-0.62746994,-0.81589732,0.16648313,-0.094444482
"SITTING",2,0.27574674,-0.015388072,-0.10505767,-0.99581447,-0.98247951,-0.9819142,0.9567784,-0.11826838,0.17243002,-0.99838027,-0.99703086,-0.99311082,0.076351845,0.013059249,0.001419995,-0.99383983,-0.98486341,-0.99254104,-0.02833208,-0.074596168,0.085722107,-0.99104087,-0.98628489,-0.97696868,-0.096556649,-0.04018711,-0.048712881,-0.99111869,-0.99276635,-0.98664924,-0.99053425,-0.98890189,-0.99053425,-0.98890189,-0.99245307,-0.99212445,-0.98602379,-0.98369587,-0.99231034,-0.99203913,-0.99494348,-0.98216681,-0.98760913,-0.99618528,-0.98264843,-0.9790682,-0.99369864,-0.98482787,-0.99126792,-0.99456549,-0.98598972,-0.99231107,-0.98862146,-0.98772073,-0.97754665,-0.99174715,-0.98542135,-0.97869995,-0.98970154,-0.98904718,-0.99139998,-0.99185212,-0.98597966,-0.98465863,-0.99272785,-0.99123689,0.13379335,-0.1794804,0.78897348,-0.38206323,-0.81252335,0.16448246,-0.098613818
"SITTING",2,0.28028279,-0.019175262,-0.10932156,-0.99531257,-0.975241,-0.97892176,0.95656471,-0.11752757,0.17319654,-0.99757762,-0.99353276,-0.98846658,0.077208833,0.003495444,-0.00073970854,-0.99278339,-0.98489323,-0.99591241,-0.026969226,-0.075102151,0.089479676,-0.99222869,-0.98504205,-0.97828727,-0.10128222,-0.039297873,-0.059640136,-0.99313152,-0.99471673,-0.98852767,-0.98713678,-0.98765605,-0.98713678,-0.98765605,-0.9939029,-0.99209187,-0.98588897,-0.98488949,-0.99443061,-0.99323111,-0.99436786,-0.97860667,-0.9902359,-0.99571149,-0.97397802,-0.97369255,-0.99238299,-0.98317696,-0.99447997,-0.99395244,-0.98852179,-0.99597365,-0.98995361,-0.98920517,-0.97997577,-0.99289638,-0.98282283,-0.97952158,-0.99041719,-0.98676218,-0.99160179,-0.99138687,-0.98743189,-0.98547547,-0.99337821,-0.99299612,-0.31315584,-0.22568598,-0.41297338,0.5776093,-0.81224359,0.16398324,-0.099164964
"SITTING",2,0.29648714,-0.014684879,-0.13980848,-0.98771367,-0.83424238,-0.94105035,0.95201324,-0.12719693,0.17324768,-0.97442821,-0.87785609,-0.9336702,0.074167624,-0.088429566,-0.00057513147,-0.98766148,-0.95062266,-0.98048751,-0.050171548,-0.073211502,0.1837903,-0.98222253,-0.95870792,-0.92994218,-0.092742071,-0.016699782,-0.11955963,-0.97836982,-0.98580596,-0.9740108,-0.92873856,-0.89838027,-0.92873856,-0.89838027,-0.97766739,-0.96574161,-0.94284864,-0.92860311,-0.98480912,-0.97945377,-0.98753271,-0.8594018,-0.96188356,-0.98763692,-0.83148234,-0.93410666,-0.98622758,-0.94453649,-0.97477076,-0.99073206,-0.96343171,-0.98561403,-0.974845,-0.96180088,-0.91597823,-0.98460294,-0.95706297,-0.94151623,-0.89882048,-0.91278824,-0.96443364,-0.96607792,-0.93493886,-0.93622448,-0.98173276,-0.9775839,-0.11025362,-0.047115827,0.21170248,0.045572017,-0.80660067,0.17074661,-0.099450737
"SITTING",2,0.27829493,-0.022664347,-0.11591945,-0.99724431,-0.96872118,-0.98613179,0.95832272,-0.11314063,0.16759019,-0.99952115,-0.9913736,-0.99196495,0.077460728,0.0038718084,-0.0099158808,-0.99287631,-0.97492111,-0.99132841,-0.025950876,-0.075040768,0.096736383,-0.99500391,-0.9837393,-0.97191748,-0.10026854,-0.035913252,-0.060497451,-0.99034158,-0.99328087,-0.98445627,-0.98594601,-0.98682484,-0.98594601,-0.98682484,-0.98786737,-0.99004233,-0.98336311,-0.98402764,-0.99116242,-0.99358288,-0.99588013,-0.97162389,-0.98593286,-0.99801127,-0.96808848,-0.9864657,-0.99271793,-0.97489442,-0.9882201,-0.99371017,-0.97675511,-0.99343261,-0.99238882,-0.98669587,-0.97310106,-0.9958868,-0.9820791,-0.97390273,-0.98545244,-0.98886268,-0.9885371,-0.99124852,-0.98767771,-0.9840637,-0.99318062,-0.99428905,0.0022080359,-0.10163536,-0.33616138,0.31521839,-0.81923121,0.16099192,-0.095224918
"SITTING",2,0.2782907,-0.014536086,-0.10524253,-0.99678611,-0.98839324,-0.98950215,0.95789199,-0.12711834,0.16163958,-0.99692667,-0.99157732,-0.99292938,0.079741234,0.0054060827,-0.0048041466,-0.99516755,-0.99168063,-0.99135946,-0.026046816,-0.067562509,0.10043377,-0.99622773,-0.995977,-0.97976111,-0.093176759,-0.035040875,-0.075882607,-0.99541364,-0.99836639,-0.99464282,-0.99438865,-0.99413634,-0.99438865,-0.99413634,-0.99367703,-0.99497726,-0.99003935,-0.98957462,-0.99750587,-0.9979514,-0.99590613,-0.9888814,-0.98908778,-0.99719795,-0.98774016,-0.98972225,-0.99555241,-0.9919744,-0.99008349,-0.99510381,-0.99186773,-0.99110894,-0.99434969,-0.99616662,-0.97701877,-0.99684793,-0.99578993,-0.98250911,-0.99412375,-0.99408438,-0.9946893,-0.99400649,-0.99171515,-0.9896325,-0.99774691,-0.99809291,-0.050678732,-0.45974824,-0.20437675,-0.10682861,-0.81653306,0.17052513,-0.09101897
